Column_Data_00
    step        time[-]    v_max[-]  ItrD Divergence[max]  ItrP         r_x    deltaP_P        rmsP       avrP       rmsV     time[sec]
     549   1.715625e+00  6.9205e-01   500     9.56547e-02   501  4.1815e-07  8.6261e-07   1.633e-03  1.578e-04  1.447e+01  3.655137e-02
     550   1.718750e+00  6.9236e-01   500     9.57714e-02   501  4.1577e-07  8.5771e-07   1.626e-03  1.580e-04  1.448e+01  3.591432e-02
     551   1.721875e+00  6.9267e-01   500     9.58876e-02   501  4.1340e-07  8.5282e-07   1.620e-03  1.582e-04  1.448e+01  3.686434e-02
     552   1.725000e+00  6.9297e-01   500     9.60034e-02   501  4.1105e-07  8.4797e-07   1.613e-03  1.584e-04  1.449e+01  3.657112e-02
     553   1.728125e+00  6.9327e-01   500     9.61187e-02   501  4.0871e-07  8.4314e-07   1.607e-03  1.586e-04  1.449e+01  3.743174e-02
     554   1.731250e+00  6.9357e-01   500     9.62335e-02   501  4.0638e-07  8.3835e-07   1.600e-03  1.588e-04  1.450e+01  3.640160e-02
     555   1.734375e+00  6.9386e-01   500     9.63478e-02   501  4.0407e-07  8.3358e-07   1.594e-03  1.590e-04  1.450e+01  4.131310e-02
     556   1.737500e+00  6.9415e-01   500     9.64617e-02   501  4.0177e-07  8.2883e-07   1.587e-03  1.592e-04  1.451e+01  4.007060e-02
     557   1.740625e+00  6.9444e-01   500     9.65750e-02   501  3.9949e-07  8.2412e-07   1.581e-03  1.594e-04  1.451e+01  3.610478e-02
     558   1.743750e+00  6.9473e-01   500     9.66879e-02   501  3.9721e-07  8.1943e-07   1.575e-03  1.596e-04  1.452e+01  3.615213e-02
     559   1.746875e+00  6.9501e-01   500     9.68003e-02   501  3.9496e-07  8.1477e-07   1.568e-03  1.598e-04  1.452e+01  3.707195e-02
     560   1.750000e+00  6.9530e-01   500     9.69122e-02   501  3.9271e-07  8.1014e-07   1.562e-03  1.600e-04  1.453e+01  4.109906e-02
     561   1.753125e+00  6.9557e-01   500     9.70236e-02   501  3.9048e-07  8.0554e-07   1.556e-03  1.602e-04  1.454e+01  3.604728e-02
     562   1.756250e+00  6.9585e-01   500     9.71345e-02   501  3.8826e-07  8.0096e-07   1.550e-03  1.603e-04  1.454e+01  3.582296e-02
     563   1.759375e+00  6.9612e-01   500     9.72449e-02   501  3.8606e-07  7.9641e-07   1.544e-03  1.605e-04  1.455e+01  3.749772e-02
     564   1.762500e+00  6.9639e-01   500     9.73548e-02   501  3.8386e-07  7.9189e-07   1.537e-03  1.607e-04  1.455e+01  1.778020e-01
     565   1.765625e+00  6.9666e-01   500     9.74642e-02   500  3.8278e-07  7.8966e-07   1.531e-03  1.609e-04  1.456e+01  3.333411e-02
     566   1.768750e+00  6.9693e-01   500     9.75731e-02   500  3.8113e-07  7.8626e-07   1.525e-03  1.611e-04  1.456e+01  3.768368e-02
     567   1.771875e+00  6.9719e-01   500     9.76815e-02   500  3.7897e-07  7.8179e-07   1.519e-03  1.613e-04  1.457e+01  3.625220e-02
     568   1.775000e+00  6.9745e-01   500     9.77893e-02   500  3.7669e-07  7.7710e-07   1.513e-03  1.615e-04  1.457e+01  3.591222e-02
     569   1.778125e+00  6.9771e-01   500     9.78967e-02   500  3.7450e-07  7.7257e-07   1.507e-03  1.617e-04  1.458e+01  3.155161e-02
     570   1.781250e+00  6.9797e-01   500     9.80034e-02   500  3.7238e-07  7.6820e-07   1.501e-03  1.618e-04  1.458e+01  3.655301e-02
     571   1.784375e+00  6.9822e-01   500     9.81097e-02   500  3.7029e-07  7.6389e-07   1.495e-03  1.620e-04  1.459e+01  3.750258e-02
     572   1.787500e+00  6.9848e-01   500     9.82153e-02   500  3.6820e-07  7.5959e-07   1.489e-03  1.622e-04  1.459e+01  5.427735e-02
     573   1.790625e+00  6.9873e-01   500     9.83205e-02   500  3.6612e-07  7.5530e-07   1.483e-03  1.624e-04  1.460e+01  3.625293e-02
     574   1.793750e+00  6.9897e-01   500     9.84250e-02   500  3.6406e-07  7.5103e-07   1.477e-03  1.626e-04  1.460e+01  3.767246e-02
     575   1.796875e+00  6.9922e-01   500     9.85290e-02   500  3.6200e-07  7.4679e-07   1.472e-03  1.628e-04  1.461e+01  3.138207e-02
     576   1.800000e+00  6.9946e-01   500     9.86324e-02   500  3.5996e-07  7.4259e-07   1.466e-03  1.629e-04  1.461e+01  3.871584e-02
     577   1.803125e+00  6.9970e-01   500     9.87353e-02   500  3.5794e-07  7.3841e-07   1.460e-03  1.631e-04  1.462e+01  3.668366e-02
     578   1.806250e+00  6.9994e-01   500     9.88375e-02   500  3.5592e-07  7.3426e-07   1.454e-03  1.633e-04  1.462e+01  3.667273e-02
     579   1.809375e+00  7.0018e-01   500     9.89391e-02   500  3.5392e-07  7.3013e-07   1.448e-03  1.635e-04  1.463e+01  2.964774e-02
     580   1.812500e+00  7.0041e-01   500     9.90402e-02   500  3.5194e-07  7.2603e-07   1.443e-03  1.637e-04  1.463e+01  3.739077e-02
     581   1.815625e+00  7.0065e-01   500     9.91406e-02   500  3.4996e-07  7.2196e-07   1.437e-03  1.638e-04  1.464e+01  3.191874e-02
     582   1.818750e+00  7.0088e-01   500     9.92403e-02   500  3.4800e-07  7.1791e-07   1.431e-03  1.640e-04  1.464e+01  3.695316e-02
     583   1.821875e+00  7.0111e-01   500     9.93395e-02   500  3.4606e-07  7.1390e-07   1.426e-03  1.642e-04  1.465e+01  3.908436e-02
     584   1.825000e+00  7.0134e-01   500     9.94380e-02   500  3.4412e-07  7.0991e-07   1.420e-03  1.644e-04  1.465e+01  3.546114e-02
     585   1.828125e+00  7.0156e-01   500     9.95358e-02   500  3.4220e-07  7.0594e-07   1.415e-03  1.645e-04  1.466e+01  3.539241e-02
     586   1.831250e+00  7.0179e-01   500     9.96330e-02   500  3.4029e-07  7.0200e-07   1.409e-03  1.647e-04  1.466e+01  3.603101e-02
     587   1.834375e+00  7.0201e-01   500     9.97296e-02   500  3.3839e-07  6.9809e-07   1.403e-03  1.649e-04  1.467e+01  7.331083e-02
     588   1.837500e+00  7.0223e-01   500     9.98254e-02   500  3.3651e-07  6.9421e-07   1.398e-03  1.650e-04  1.467e+01  4.169355e-02
     589   1.840625e+00  7.0245e-01   500     9.99206e-02   500  3.3464e-07  6.9035e-07   1.393e-03  1.652e-04  1.468e+01  3.620214e-02
     590   1.843750e+00  7.0266e-01   500     1.00015e-01   500  3.3278e-07  6.8652e-07   1.387e-03  1.654e-04  1.468e+01  3.614429e-02
     591   1.846875e+00  7.0288e-01   500     1.00109e-01   500  3.3094e-07  6.8272e-07   1.382e-03  1.655e-04  1.469e+01  3.641767e-02
     592   1.850000e+00  7.0309e-01   500     1.00202e-01   500  3.2911e-07  6.7894e-07   1.376e-03  1.657e-04  1.469e+01  3.626398e-02
     593   1.853125e+00  7.0330e-01   500     1.00294e-01   500  3.2729e-07  6.7519e-07   1.371e-03  1.659e-04  1.469e+01  3.645289e-02
     594   1.856250e+00  7.0351e-01   500     1.00386e-01   500  3.2548e-07  6.7146e-07   1.366e-03  1.661e-04  1.470e+01  3.648462e-02
     595   1.859375e+00  7.0372e-01   500     1.00477e-01   500  3.2369e-07  6.6776e-07   1.360e-03  1.662e-04  1.470e+01  3.571974e-02
     596   1.862500e+00  7.0393e-01   500     1.00567e-01   500  3.2191e-07  6.6408e-07   1.355e-03  1.664e-04  1.471e+01  3.692469e-02
     597   1.865625e+00  7.0413e-01   500     1.00657e-01   500  3.2014e-07  6.6044e-07   1.350e-03  1.665e-04  1.471e+01  3.603826e-02
     598   1.868750e+00  7.0434e-01   500     1.00745e-01   500  3.1838e-07  6.5681e-07   1.345e-03  1.667e-04  1.472e+01  3.652559e-02
     599   1.871875e+00  7.0454e-01   500     1.00833e-01   500  3.1664e-07  6.5322e-07   1.339e-03  1.669e-04  1.472e+01  3.812494e-02
     600   1.875000e+00  7.0474e-01   500     1.00920e-01   500  3.1491e-07  6.4965e-07   1.334e-03  1.670e-04  1.473e+01  4.630079e-02
     601   1.878125e+00  7.0494e-01   500     1.01007e-01   500  3.1319e-07  6.4610e-07   1.329e-03  1.672e-04  1.473e+01  3.786208e-02
     602   1.881250e+00  7.0514e-01   500     1.01093e-01   500  3.1149e-07  6.4258e-07   1.324e-03  1.674e-04  1.474e+01  3.866007e-02
     603   1.884375e+00  7.0534e-01   500     1.01177e-01   500  3.0979e-07  6.3909e-07   1.319e-03  1.675e-04  1.474e+01  3.638442e-02
     604   1.887500e+00  7.0553e-01   500     1.01262e-01   500  3.0811e-07  6.3562e-07   1.314e-03  1.677e-04  1.475e+01  4.736750e-02
     605   1.890625e+00  7.0573e-01   500     1.01345e-01   500  3.0644e-07  6.3217e-07   1.309e-03  1.678e-04  1.475e+01  3.617020e-02
     606   1.893750e+00  7.0592e-01   500     1.01428e-01   500  3.0478e-07  6.2876e-07   1.304e-03  1.680e-04  1.475e+01  1.800489e-01
     607   1.896875e+00  7.0611e-01   500     1.01509e-01   500  3.0314e-07  6.2536e-07   1.299e-03  1.682e-04  1.476e+01  3.118219e-02
     608   1.900000e+00  7.0630e-01   500     1.01590e-01   500  3.0150e-07  6.2199e-07   1.294e-03  1.683e-04  1.476e+01  3.655676e-02
     609   1.903125e+00  7.0649e-01   500     1.01670e-01   500  2.9988e-07  6.1865e-07   1.289e-03  1.685e-04  1.477e+01  1.027605e-01
     610   1.906250e+00  7.0667e-01   500     1.01750e-01   500  2.9827e-07  6.1533e-07   1.284e-03  1.686e-04  1.477e+01  1.654470e+00
     611   1.909375e+00  7.0686e-01   500     1.01828e-01   499  2.9753e-07  6.1380e-07   1.279e-03  1.688e-04  1.478e+01  3.373961e-02
     612   1.912500e+00  7.0704e-01   500     1.01906e-01   499  2.9635e-07  6.1135e-07   1.274e-03  1.689e-04  1.478e+01  3.637008e-02
     613   1.915625e+00  7.0723e-01   500     1.01983e-01   499  2.9476e-07  6.0809e-07   1.269e-03  1.691e-04  1.478e+01  3.775826e-02
     614   1.918750e+00  7.0741e-01   500     1.02059e-01   499  2.9310e-07  6.0465e-07   1.264e-03  1.692e-04  1.479e+01  3.616308e-02
     615   1.921875e+00  7.0759e-01   500     1.02134e-01   499  2.9149e-07  6.0134e-07   1.260e-03  1.694e-04  1.479e+01  3.122113e-02
     616   1.925000e+00  7.0777e-01   500     1.02209e-01   499  2.8995e-07  5.9815e-07   1.255e-03  1.696e-04  1.480e+01  4.776487e-02
     617   1.928125e+00  7.0795e-01   500     1.02283e-01   499  2.8843e-07  5.9502e-07   1.250e-03  1.697e-04  1.480e+01  3.793516e-02
     618   1.931250e+00  7.0812e-01   500     1.02355e-01   499  2.8691e-07  5.9189e-07   1.245e-03  1.699e-04  1.481e+01  4.006934e-02
     619   1.934375e+00  7.0830e-01   500     1.02427e-01   499  2.8540e-07  5.8878e-07   1.241e-03  1.700e-04  1.481e+01  3.600283e-02
     620   1.937500e+00  7.0847e-01   500     1.02499e-01   499  2.8390e-07  5.8569e-07   1.236e-03  1.702e-04  1.481e+01  3.708901e-02
     621   1.940625e+00  7.0865e-01   500     1.02569e-01   499  2.8242e-07  5.8262e-07   1.231e-03  1.703e-04  1.482e+01  3.045560e-02
     622   1.943750e+00  7.0882e-01   500     1.02639e-01   499  2.8094e-07  5.7958e-07   1.227e-03  1.705e-04  1.482e+01  3.677881e-02
     623   1.946875e+00  7.0899e-01   500     1.02707e-01   499  2.7948e-07  5.7656e-07   1.222e-03  1.706e-04  1.483e+01  3.701606e-02
     624   1.950000e+00  7.0916e-01   500     1.02775e-01   499  2.7803e-07  5.7356e-07   1.218e-03  1.707e-04  1.483e+01  3.570581e-02
     625   1.953125e+00  7.0933e-01   500     1.02843e-01   499  2.7659e-07  5.7059e-07   1.213e-03  1.709e-04  1.484e+01  3.022556e-02
     626   1.956250e+00  7.0950e-01   500     1.02909e-01   499  2.7516e-07  5.6764e-07   1.209e-03  1.710e-04  1.484e+01  9.790410e-02
     627   1.959375e+00  7.0966e-01   500     1.02975e-01   499  2.7374e-07  5.6471e-07   1.204e-03  1.712e-04  1.484e+01  4.700861e-02
     628   1.962500e+00  7.0983e-01   500     1.03039e-01   499  2.7233e-07  5.6181e-07   1.200e-03  1.713e-04  1.485e+01  2.904597e-02
     629   1.965625e+00  7.0999e-01   500     1.03103e-01   499  2.7093e-07  5.5893e-07   1.195e-03  1.715e-04  1.485e+01  3.686303e-02
     630   1.968750e+00  7.1015e-01   500     1.03166e-01   499  2.6955e-07  5.5607e-07   1.191e-03  1.716e-04  1.486e+01  4.578935e-02
     631   1.971875e+00  7.1032e-01   500     1.03229e-01   499  2.6817e-07  5.5324e-07   1.186e-03  1.718e-04  1.486e+01  3.713290e-02
     632   1.975000e+00  7.1048e-01   500     1.03290e-01   499  2.6681e-07  5.5042e-07   1.182e-03  1.719e-04  1.486e+01  3.565862e-02
     633   1.978125e+00  7.1063e-01   500     1.03351e-01   499  2.6546e-07  5.4763e-07   1.178e-03  1.720e-04  1.487e+01  3.088384e-02
     634   1.981250e+00  7.1079e-01   500     1.03411e-01   499  2.6412e-07  5.4486e-07   1.173e-03  1.722e-04  1.487e+01  6.331906e-01
     635   1.984375e+00  7.1095e-01   500     1.03470e-01   499  2.6278e-07  5.4212e-07   1.169e-03  1.723e-04  1.488e+01  3.690337e-02
     636   1.987500e+00  7.1111e-01   500     1.03529e-01   499  2.6146e-07  5.3939e-07   1.165e-03  1.725e-04  1.488e+01  3.624548e-02
     637   1.990625e+00  7.1126e-01   500     1.03586e-01   499  2.6015e-07  5.3669e-07   1.161e-03  1.726e-04  1.489e+01  3.745632e-02
     638   1.993750e+00  7.1141e-01   500     1.03643e-01   499  2.5885e-07  5.3401e-07   1.156e-03  1.727e-04  1.489e+01  3.640811e-02
     639   1.996875e+00  7.1156e-01   500     1.03699e-01   499  2.5756e-07  5.3135e-07   1.152e-03  1.729e-04  1.489e+01  3.611977e-02
     640   2.000000e+00  7.1172e-01   500     1.03755e-01   499  2.5629e-07  5.2871e-07   1.148e-03  1.730e-04  1.490e+01  3.716736e-02
     641   2.003125e+00  7.1187e-01   500     1.03809e-01   499  2.5502e-07  5.2609e-07   1.144e-03  1.732e-04  1.490e+01  3.990066e-02
     642   2.006250e+00  7.1201e-01   500     1.03863e-01   499  2.5376e-07  5.2350e-07   1.140e-03  1.733e-04  1.491e+01  3.616372e-02
     643   2.009375e+00  7.1216e-01   500     1.03917e-01   499  2.5251e-07  5.2092e-07   1.136e-03  1.734e-04  1.491e+01  3.653969e-02
     644   2.012500e+00  7.1231e-01   500     1.03969e-01   499  2.5127e-07  5.1837e-07   1.131e-03  1.736e-04  1.491e+01  3.719769e-02
     645   2.015625e+00  7.1245e-01   500     1.04021e-01   499  2.5004e-07  5.1583e-07   1.127e-03  1.737e-04  1.492e+01  3.603998e-02
     646   2.018750e+00  7.1260e-01   500     1.04072e-01   499  2.4883e-07  5.1332e-07   1.123e-03  1.738e-04  1.492e+01  6.059019e-02
     647   2.021875e+00  7.1274e-01   500     1.04122e-01   499  2.4762e-07  5.1083e-07   1.119e-03  1.740e-04  1.492e+01  3.656755e-02
     648   2.025000e+00  7.1288e-01   500     1.04172e-01   499  2.4642e-07  5.0836e-07   1.115e-03  1.741e-04  1.493e+01  3.776987e-02
     649   2.028125e+00  7.1302e-01   500     1.04221e-01   499  2.4523e-07  5.0591e-07   1.111e-03  1.742e-04  1.493e+01  3.672138e-02
     650   2.031250e+00  7.1316e-01   500     1.04269e-01   499  2.4405e-07  5.0348e-07   1.107e-03  1.744e-04  1.494e+01  3.653787e-02
     651   2.034375e+00  7.1330e-01   500     1.04316e-01   499  2.4289e-07  5.0107e-07   1.103e-03  1.745e-04  1.494e+01  3.613745e-02
     652   2.037500e+00  7.1344e-01   500     1.04363e-01   499  2.4173e-07  4.9867e-07   1.099e-03  1.746e-04  1.494e+01  3.692794e-02
     653   2.040625e+00  7.1357e-01   500     1.04410e-01   499  2.4058e-07  4.9630e-07   1.095e-03  1.748e-04  1.495e+01  3.819212e-02
     654   2.043750e+00  7.1371e-01   500     1.04455e-01   499  2.3944e-07  4.9395e-07   1.092e-03  1.749e-04  1.495e+01  4.047577e-02
     655   2.046875e+00  7.1384e-01   500     1.04500e-01   499  2.3831e-07  4.9162e-07   1.088e-03  1.750e-04  1.496e+01  3.782954e-02
     656   2.050000e+00  7.1397e-01   500     1.04545e-01   499  2.3719e-07  4.8931e-07   1.084e-03  1.751e-04  1.496e+01  3.711279e-02
     657   2.053125e+00  7.1410e-01   500     1.04588e-01   499  2.3607e-07  4.8701e-07   1.080e-03  1.753e-04  1.496e+01  3.660213e-02
     658   2.056250e+00  7.1423e-01   500     1.04631e-01   499  2.3497e-07  4.8474e-07   1.076e-03  1.754e-04  1.497e+01  1.075729e-01
     659   2.059375e+00  7.1436e-01   500     1.04674e-01   499  2.3388e-07  4.8248e-07   1.072e-03  1.755e-04  1.497e+01  3.703071e-02
     660   2.062500e+00  7.1449e-01   500     1.04716e-01   499  2.3279e-07  4.8025e-07   1.069e-03  1.757e-04  1.497e+01  3.575143e-02
     661   2.065625e+00  7.1462e-01   500     1.04757e-01   499  2.3172e-07  4.7803e-07   1.065e-03  1.758e-04  1.498e+01  3.585675e-02
     662   2.068750e+00  7.1474e-01   500     1.04798e-01   499  2.3065e-07  4.7583e-07   1.061e-03  1.759e-04  1.498e+01  3.617896e-02
     663   2.071875e+00  7.1487e-01   500     1.04838e-01   499  2.2960e-07  4.7365e-07   1.057e-03  1.760e-04  1.499e+01  3.586963e-02
     664   2.075000e+00  7.1499e-01   500     1.04877e-01   499  2.2855e-07  4.7149e-07   1.054e-03  1.762e-04  1.499e+01  3.819023e-02
     665   2.078125e+00  7.1511e-01   500     1.04916e-01   499  2.2751e-07  4.6935e-07   1.050e-03  1.763e-04  1.499e+01  4.099153e-02
     666   2.081250e+00  7.1523e-01   500     1.04955e-01   499  2.2648e-07  4.6722e-07   1.046e-03  1.764e-04  1.500e+01  3.712818e-02
     667   2.084375e+00  7.1535e-01   500     1.04993e-01   499  2.2546e-07  4.6511e-07   1.043e-03  1.765e-04  1.500e+01  3.768773e-02
     668   2.087500e+00  7.1547e-01   500     1.05030e-01   499  2.2444e-07  4.6302e-07   1.039e-03  1.766e-04  1.500e+01  3.862831e-02
     669   2.090625e+00  7.1559e-01   500     1.05067e-01   499  2.2344e-07  4.6095e-07   1.035e-03  1.768e-04  1.501e+01  3.598435e-02
     670   2.093750e+00  7.1570e-01   500     1.05103e-01   499  2.2244e-07  4.5890e-07   1.032e-03  1.769e-04  1.501e+01  3.633609e-02
     671   2.096875e+00  7.1582e-01   500     1.05139e-01   499  2.2146e-07  4.5686e-07   1.028e-03  1.770e-04  1.501e+01  6.325058e-02
     672   2.100000e+00  7.1593e-01   500     1.05174e-01   499  2.2048e-07  4.5484e-07   1.025e-03  1.771e-04  1.502e+01  3.721012e-02
     673   2.103125e+00  7.1604e-01   500     1.05209e-01   499  2.1951e-07  4.5284e-07   1.021e-03  1.772e-04  1.502e+01  3.748655e-02
     674   2.106250e+00  7.1615e-01   500     1.05243e-01   499  2.1855e-07  4.5086e-07   1.018e-03  1.774e-04  1.503e+01  3.639705e-02
     675   2.109375e+00  7.1627e-01   500     1.05277e-01   499  2.1759e-07  4.4889e-07   1.014e-03  1.775e-04  1.503e+01  4.392714e-02
     676   2.112500e+00  7.1637e-01   500     1.05310e-01   499  2.1665e-07  4.4694e-07   1.011e-03  1.776e-04  1.503e+01  4.584188e-02
     677   2.115625e+00  7.1648e-01   500     1.05343e-01   499  2.1571e-07  4.4500e-07   1.007e-03  1.777e-04  1.504e+01  4.068314e-02
     678   2.118750e+00  7.1659e-01   500     1.05376e-01   499  2.1478e-07  4.4309e-07   1.004e-03  1.778e-04  1.504e+01  1.035509e-01
     679   2.121875e+00  7.1669e-01   500     1.05408e-01   499  2.1386e-07  4.4118e-07   1.000e-03  1.780e-04  1.504e+01  3.685703e-02
     680   2.125000e+00  7.1680e-01   500     1.05439e-01   499  2.1295e-07  4.3930e-07   9.969e-04  1.781e-04  1.505e+01  3.787814e-02
     681   2.128125e+00  7.1690e-01   500     1.05470e-01   499  2.1204e-07  4.3743e-07   9.935e-04  1.782e-04  1.505e+01  3.564114e-02
     682   2.131250e+00  7.1700e-01   500     1.05501e-01   499  2.1114e-07  4.3558e-07   9.901e-04  1.783e-04  1.505e+01  3.623440e-02
     683   2.134375e+00  7.1710e-01   500     1.05531e-01   499  2.1025e-07  4.3374e-07   9.867e-04  1.784e-04  1.506e+01  3.723275e-02
     684   2.137500e+00  7.1720e-01   500     1.05561e-01   499  2.0937e-07  4.3192e-07   9.834e-04  1.785e-04  1.506e+01  3.875421e-02
     685   2.140625e+00  7.1730e-01   500     1.05591e-01   499  2.0849e-07  4.3012e-07   9.800e-04  1.786e-04  1.506e+01  3.793240e-02
     686   2.143750e+00  7.1740e-01   500     1.05620e-01   499  2.0763e-07  4.2833e-07   9.767e-04  1.788e-04  1.507e+01  3.608380e-02
     687   2.146875e+00  7.1750e-01   500     1.05648e-01   499  2.0677e-07  4.2656e-07   9.734e-04  1.789e-04  1.507e+01  4.032555e-02
     688   2.150000e+00  7.1759e-01   500     1.05676e-01   499  2.0592e-07  4.2480e-07   9.701e-04  1.790e-04  1.507e+01  3.604224e-02
     689   2.153125e+00  7.1768e-01   500     1.05704e-01   499  2.0507e-07  4.2306e-07   9.668e-04  1.791e-04  1.508e+01  4.017498e-02
     690   2.156250e+00  7.1778e-01   500     1.05732e-01   499  2.0423e-07  4.2133e-07   9.636e-04  1.792e-04  1.508e+01  3.727096e-02
     691   2.159375e+00  7.1787e-01   500     1.05759e-01   499  2.0340e-07  4.1962e-07   9.603e-04  1.793e-04  1.508e+01  3.736133e-02
     692   2.162500e+00  7.1796e-01   500     1.05786e-01   499  2.0258e-07  4.1792e-07   9.571e-04  1.794e-04  1.509e+01  2.909009e-02
     693   2.165625e+00  7.1805e-01   500     1.05812e-01   499  2.0177e-07  4.1624e-07   9.539e-04  1.795e-04  1.509e+01  3.568841e-02
     694   2.168750e+00  7.1814e-01   500     1.05838e-01   499  2.0096e-07  4.1457e-07   9.507e-04  1.797e-04  1.509e+01  3.535724e-02
     695   2.171875e+00  7.1823e-01   500     1.05864e-01   499  2.0016e-07  4.1292e-07   9.475e-04  1.798e-04  1.510e+01  3.592090e-02
     696   2.175000e+00  7.1831e-01   500     1.05889e-01   499  1.9936e-07  4.1128e-07   9.443e-04  1.799e-04  1.510e+01  3.647961e-02
     697   2.178125e+00  7.1840e-01   500     1.05914e-01   499  1.9858e-07  4.0965e-07   9.412e-04  1.800e-04  1.510e+01  3.822279e-02
     698   2.181250e+00  7.1848e-01   500     1.05939e-01   499  1.9779e-07  4.0804e-07   9.380e-04  1.801e-04  1.511e+01  3.074580e-02
     699   2.184375e+00  7.1856e-01   500     1.05963e-01   499  1.9702e-07  4.0645e-07   9.349e-04  1.802e-04  1.511e+01  4.572746e-02
     700   2.187500e+00  7.1865e-01   500     1.05987e-01   499  1.9625e-07  4.0487e-07   9.318e-04  1.803e-04  1.511e+01  6.833381e-02
     701   2.190625e+00  7.1873e-01   500     1.06011e-01   499  1.9549e-07  4.0330e-07   9.287e-04  1.804e-04  1.512e+01  3.985411e-02
     702   2.193750e+00  7.1881e-01   500     1.06034e-01   499  1.9474e-07  4.0174e-07   9.256e-04  1.805e-04  1.512e+01  2.968666e-02
     703   2.196875e+00  7.1889e-01   500     1.06057e-01   499  1.9399e-07  4.0020e-07   9.225e-04  1.806e-04  1.512e+01  3.632217e-02
     704   2.200000e+00  7.1897e-01   500     1.06080e-01   499  1.9325e-07  3.9868e-07   9.195e-04  1.807e-04  1.513e+01  3.562663e-02
     705   2.203125e+00  7.1904e-01   500     1.06103e-01   499  1.9252e-07  3.9716e-07   9.164e-04  1.808e-04  1.513e+01  3.593033e-02
     706   2.206250e+00  7.1912e-01   500     1.06125e-01   499  1.9179e-07  3.9566e-07   9.134e-04  1.809e-04  1.513e+01  3.511542e-02
     707   2.209375e+00  7.1919e-01   500     1.06147e-01   499  1.9107e-07  3.9418e-07   9.104e-04  1.810e-04  1.514e+01  3.631853e-02
     708   2.212500e+00  7.1927e-01   500     1.06168e-01   499  1.9036e-07  3.9270e-07   9.074e-04  1.811e-04  1.514e+01  3.683154e-02
     709   2.215625e+00  7.1934e-01   500     1.06190e-01   499  1.8965e-07  3.9124e-07   9.044e-04  1.813e-04  1.514e+01  3.578013e-02
     710   2.218750e+00  7.1941e-01   500     1.06211e-01   499  1.8895e-07  3.8979e-07   9.014e-04  1.814e-04  1.515e+01  3.542808e-02
     711   2.221875e+00  7.1948e-01   500     1.06231e-01   499  1.8825e-07  3.8836e-07   8.985e-04  1.815e-04  1.515e+01  3.677901e-02
     712   2.225000e+00  7.1955e-01   500     1.06252e-01   499  1.8756e-07  3.8694e-07   8.955e-04  1.816e-04  1.515e+01  3.640932e-02
     713   2.228125e+00  7.1962e-01   500     1.06272e-01   499  1.8688e-07  3.8553e-07   8.926e-04  1.817e-04  1.516e+01  3.631916e-02
     714   2.231250e+00  7.1969e-01   500     1.06292e-01   499  1.8620e-07  3.8413e-07   8.897e-04  1.818e-04  1.516e+01  3.751397e-02
     715   2.234375e+00  7.1976e-01   500     1.06311e-01   499  1.8553e-07  3.8274e-07   8.868e-04  1.819e-04  1.516e+01  4.030761e-02
     716   2.237500e+00  7.1983e-01   500     1.06331e-01   499  1.8487e-07  3.8137e-07   8.839e-04  1.820e-04  1.517e+01  3.639022e-02
     717   2.240625e+00  7.1989e-01   500     1.06350e-01   499  1.8421e-07  3.8001e-07   8.810e-04  1.821e-04  1.517e+01  3.653229e-02
     718   2.243750e+00  7.1996e-01   500     1.06368e-01   499  1.8355e-07  3.7866e-07   8.782e-04  1.822e-04  1.517e+01  3.619695e-02
     719   2.246875e+00  7.2002e-01   500     1.06387e-01   499  1.8290e-07  3.7732e-07   8.753e-04  1.823e-04  1.518e+01  3.648779e-02
     720   2.250000e+00  7.2008e-01   500     1.06405e-01   499  1.8226e-07  3.7600e-07   8.725e-04  1.824e-04  1.518e+01  3.540111e-02
     721   2.253125e+00  7.2015e-01   500     1.06423e-01   499  1.8162e-07  3.7468e-07   8.696e-04  1.825e-04  1.518e+01  3.724540e-02
     722   2.256250e+00  7.2021e-01   500     1.06441e-01   499  1.8099e-07  3.7338e-07   8.668e-04  1.826e-04  1.518e+01  3.652099e-02
     723   2.259375e+00  7.2027e-01   500     1.06458e-01   499  1.8037e-07  3.7209e-07   8.640e-04  1.827e-04  1.519e+01  3.693365e-02
     724   2.262500e+00  7.2033e-01   500     1.06475e-01   499  1.7975e-07  3.7081e-07   8.613e-04  1.828e-04  1.519e+01  3.678781e-02
     725   2.265625e+00  7.2039e-01   500     1.06492e-01   499  1.7913e-07  3.6954e-07   8.585e-04  1.829e-04  1.519e+01  3.656148e-02
     726   2.268750e+00  7.2044e-01   500     1.06509e-01   499  1.7852e-07  3.6829e-07   8.557e-04  1.829e-04  1.520e+01  3.573088e-02
     727   2.271875e+00  7.2050e-01   500     1.06526e-01   499  1.7792e-07  3.6704e-07   8.530e-04  1.830e-04  1.520e+01  4.641136e-02
     728   2.275000e+00  7.2056e-01   500     1.06542e-01   499  1.7732e-07  3.6581e-07   8.502e-04  1.831e-04  1.520e+01  3.942148e-02
     729   2.278125e+00  7.2061e-01   500     1.06558e-01   499  1.7673e-07  3.6458e-07   8.475e-04  1.832e-04  1.521e+01  3.675129e-02
     730   2.281250e+00  7.2067e-01   500     1.06573e-01   499  1.7614e-07  3.6337e-07   8.448e-04  1.833e-04  1.521e+01  3.653957e-02
     731   2.284375e+00  7.2072e-01   500     1.06589e-01   499  1.7556e-07  3.6217e-07   8.421e-04  1.834e-04  1.521e+01  3.610132e-02
